text,intent,augmented,label_encoded
do i need to take an exam??,Entrance_exam_info,True,19
information on am i eligible for mca?,Eligibility_criteria,True,18
is there a complaint box?,Complaint_registration,True,10
what about merit scholarships for different branches?,Department_scholarship_query,True,15
what about photocopies of documents?,Document_required,False,17
how can i entrance exam details?,Entrance_exam_info,True,19
in which area is the college located?,College_location,False,9
tell me about campus visit timings?,Campus_visit_schedule,True,7
show me the courses please,Course_list,True,12
could you what specializations are available in mechanical?,Department_info,True,14
how can i can i schedule a meeting with admission head?,Admission_officer_contact,True,2
can i get direct admission? please,Direct_admission,True,16
give me information about electrical department,Department_info,True,14
what about i have a different question,Unknown_query,True,37
form for applying scholarship?,Scholarship_application,False,32
is there a college bus?,Transport_facility,True,36
different topic altogether,Unknown_query,False,37
what are the bus timings??,Transport_facility,True,36
how can i what did you just say?,Repeat_question,True,31
information on tell me the civil department fee structure,Department_fee_query,True,13
without exam admission possible??,Direct_admission,True,16
what about do you allow direct admission?,Direct_admission,True,16
what are the bus routes?,Transport_facility,False,36
what are my course options?,Course_list,True,12
how can i this is off topic,Unknown_query,True,37
i need to whats the status of my application?,Application_status,True,5
how can i do alumni provide mentorship?,Alumni_network,True,4
when does admission close?,Admission_deadline,True,1
required documents for enrollment?,Document_required,True,17
what about is there a scholarship for mechanical engineering?,Department_scholarship_query,True,15
how much time do i have to apply?,Admission_deadline,False,1
syllabus for mca??,Syllabus_query,True,35
could you when are the practical exams?,Exam_schedule,True,20
college distance from bus stop?,Nearby_locations,True,28
i need to when do admissions open and close?,Admission_deadline,True,1
details about do students get internships?,Internship_opportunities,True,27
"what about i missed that, please repeat",Repeat_question,True,31
can i do multiple internships?,Internship_opportunities,False,27
how can i whats the minimum qualification required?,Eligibility_criteria,True,18
can you repeat that??,Repeat_question,True,31
what about cost of staying in hostel?,Hostel_fee,True,25
"tell me about i didnt understand, repeat please",Repeat_question,True,31
how can i when are the semester breaks?,Academic_calendar,True,0
cost of staying in hostel?,Hostel_fee,True,25
details about schedule for visiting the college?,Campus_visit_schedule,True,7
steps to apply for admission?,Admission_process,False,3
i need to semester exam dates?,Exam_schedule,True,20
are there department-specific scholarships??,Department_scholarship_query,True,15
how can i who do i contact for complaints?,Complaint_registration,True,10
not what i was looking for,Unknown_query,True,37
do alumni help with placements? please,Alumni_network,True,4
i need to where can i report an issue?,Complaint_registration,True,10
available academic programs?,Course_list,False,12
information on nearby landmarks?,Nearby_locations,True,28
information on final date for admission?,Admission_deadline,True,1
how far is the hostel from college?,Hostel_info,True,26
tell me about is the campus near the railway station?,Nearby_locations,True,28
how can i do you have computer labs?,Campus_facilities,True,6
i need to where exactly is the campus?,Nearby_locations,True,28
could you is direct admission available for all courses?,Direct_admission,True,16
how can i do you organize cultural events?,Extracurricular_activities,True,21
tell me about course fees details?,Fee_structure,True,23
i need to who is eligible for scholarship?,Scholarship_criteria,True,33
whats the procedure for admission?,Admission_process,False,3
details about can i file anonymous complaints?,Complaint_registration,True,10
when can i tour the campus?,Campus_visit_schedule,True,7
i need to what payment options do you offer?,Payment_methods,True,29
information on where is the college situated?,College_location,True,9
who are the teachers for mca?,Faculty_info,True,22
what textbooks are recommended?,Syllabus_query,False,35
information on tell me about extracurricular activities,Extracurricular_activities,True,21
do you have student clubs?,Extracurricular_activities,False,21
details about is hostel available?,Hostel_info,True,26
can students from other boards apply??,Eligibility_criteria,True,18
what about is there an entrance test?,Entrance_exam_info,True,19
what about how long are the internship programs?,Internship_opportunities,True,27
could you what is the placement record?,Placement_info,True,30
i need to do alumni provide mentorship?,Alumni_network,True,4
what about please say that again,Repeat_question,True,31
what about i didnt catch that,Repeat_question,True,31
details about i have a suggestion for the college,Feedback_and_suggestions,True,24
is there a late fee for delayed payment?,Payment_methods,False,29
electrical engineering scholarship availability?,Department_scholarship_query,False,15
do you provide psychological support?,Student_support_services,True,34
college transport options?,Transport_facility,True,36
who do i contact for complaints?,Complaint_registration,False,10
what about can i provide feedback on services?,Feedback_and_suggestions,True,24
how much is the fee for mca?,Department_fee_query,True,13
could you alumni involvement in the college?,Alumni_network,True,4
i need to what clubs are available?,Extracurricular_activities,True,21
could you what happens if i miss the deadline?,Admission_deadline,True,1
this is off topic,Unknown_query,False,37
information on how long does the admission process take?,Admission_process,True,3
what internship options are available??,Internship_opportunities,True,27
are there remedial classes?,Student_support_services,False,34
what about what should i submit with the application?,Document_required,True,17
contact details of the college?,Contact_information,False,11
could you do you provide accommodation?,Hostel_info,True,26
how can i is there a semester-wise fee breakdown?,Fee_structure,True,23
how can i where can i find the course syllabus?,Syllabus_query,True,35
how can i details of the civil department,Department_info,True,14
what is the college address? please,College_location,True,9
which city is the college in?,College_location,True,9
what about is there an extended deadline?,Admission_deadline,True,1
what about scholarship?,Clarification_needed,True,8
i need to room rent for students?,Hostel_fee,True,25
who teaches in electrical engineering?,Faculty_info,True,22
cost of staying in hostel?,Hostel_fee,True,25
could you how can i give feedback?,Feedback_and_suggestions,True,24
what percentage do i need for admission?,Eligibility_criteria,False,18
are there networking events with alumni?,Alumni_network,True,4
are there any recreational facilities?,Campus_facilities,True,6
required documents for enrollment?,Document_required,True,17
what clubs are available?,Extracurricular_activities,True,21
information on show me the courses,Course_list,True,12
are there elective subjects?,Syllabus_query,False,35
phone number of admission in-charge? please,Admission_officer_contact,True,2
information on do buses run on weekends?,Transport_facility,True,36
is there a specific format for documents? please,Document_required,True,17
could you do i need prior appointment to visit?,Campus_visit_schedule,True,7
what about music and dance clubs?,Extracurricular_activities,True,21
duration?,Clarification_needed,False,8
whats the deadline for scholarship application?,Scholarship_application,True,32
what clubs are available? please,Extracurricular_activities,True,21
how can i can i provide feedback on services?,Feedback_and_suggestions,True,24
tell me about how can i contact the college?,Contact_information,True,11
mechanical engineering course fee?,Department_fee_query,True,13
whats the average placement package?,Placement_info,False,30
is there a counseling cell?,Student_support_services,True,34
are there internal assessments?,Exam_schedule,False,20
tell me about is there a counselor for admissions?,Admission_officer_contact,True,2
by when should i submit the form?,Admission_deadline,False,1
i need to who can apply?,Eligibility_criteria,True,18
is the campus near the railway station?,Nearby_locations,True,28
what about what about photocopies of documents?,Document_required,True,17
can you repeat that?,Repeat_question,True,31
where is the college located?,College_location,True,9
eligibility for admission?,Eligibility_criteria,False,18
information on give me location of the institute,College_location,True,9
do you offer financial aid??,Scholarship_criteria,True,33
tell me about campus visit timings?,Campus_visit_schedule,True,7
could you steps to get a scholarship?,Scholarship_application,True,32
what about whats the nearest metro station?,Nearby_locations,True,28
tell me the civil department fee structure,Department_fee_query,False,13
how many subjects are there in first year? please,Syllabus_query,True,35
what about college opening date?,Academic_calendar,True,0
are medical certificates required? please,Document_required,True,17
tell me about am i eligible for mca?,Eligibility_criteria,True,18
explain the departments in your college,Department_info,False,14
what is the placement record?,Placement_info,False,30
do you provide accommodation?,Hostel_info,True,26
required documents for enrollment? please,Document_required,True,17
could you this is off topic,Unknown_query,True,37
tell me about tell me the civil department fee structure,Department_fee_query,True,13
could you what are the nearby hospitals?,Nearby_locations,True,28
what is the placement record? please,Placement_info,True,30
details about i have a suggestion for the college,Feedback_and_suggestions,True,24
i need to who are the teachers for mca?,Faculty_info,True,22
what subjects are covered in the exam?,Entrance_exam_info,False,19
i want to talk to someone from admissions please,Admission_officer_contact,True,2
entrance exam details?,Entrance_exam_info,True,19
can i provide feedback on services??,Feedback_and_suggestions,True,24
what about this is off topic,Unknown_query,True,37
do you have management quota?,Direct_admission,False,16
are there need-based scholarships?,Scholarship_criteria,True,33
what about does your college provide library access?,Campus_facilities,True,6
what about photocopies of documents?,Document_required,True,17
information on is there a college bus?,Transport_facility,True,36
how can i when does admission close?,Admission_deadline,True,1
course?,Clarification_needed,False,8
information on deadline for application?,Admission_deadline,True,1
required qualifications? please,Eligibility_criteria,True,18
room rent for students?,Hostel_fee,False,25
how do i pay the admission fee?,Payment_methods,False,29
tell me about can i suggest new courses or activities?,Feedback_and_suggestions,True,24
what is the college address?,College_location,True,9
which top companies recruit from here? please,Placement_info,True,30
what about is there a debate society?,Extracurricular_activities,True,21
are there different room types with different fees?,Hostel_fee,False,25
tell me about who can apply?,Eligibility_criteria,True,18
what about are there department-specific scholarships?,Department_scholarship_query,True,15
is mess fee included in hostel charges?,Hostel_fee,False,25
information on tell me how to enroll,Admission_process,True,3
do you offer financial aid??,Scholarship_criteria,True,33
how many buses does the college have?,Transport_facility,False,36
could you what are the bus routes?,Transport_facility,True,36
is there an online feedback system?,Feedback_and_suggestions,False,24
details about duration?,Clarification_needed,True,8
details about has my application been accepted?,Application_status,True,5
how experienced are the faculty members?,Faculty_info,False,22
tell me about can i talk to alumni?,Alumni_network,True,4
how can i can i speak to the admission officer?,Admission_officer_contact,True,2
what about is there any student guidance team?,Student_support_services,True,34
what research work happens in civil department?,Department_info,True,14
could you how long does complaint resolution take?,Complaint_registration,True,10
i need to college distance from bus stop?,Nearby_locations,True,28
what about is there an entrance test?,Entrance_exam_info,True,19
how much is the hostel fee?,Hostel_fee,True,25
how can i what comes after submitting the application?,Admission_process,True,3
what is the college address?,College_location,False,9
how can i start date for classes?,Academic_calendar,True,0
information on i want to know something else,Unknown_query,True,37
i need to tell me about extracurricular activities,Extracurricular_activities,True,21
details about do you have career counseling?,Student_support_services,True,34
information on admission?,Clarification_needed,True,8
is there a semester-wise fee breakdown?,Fee_structure,False,23
could you whats the minimum qualification required?,Eligibility_criteria,True,18
how can i complaint procedure?,Complaint_registration,True,10
information on can alumni help with career guidance?,Alumni_network,True,4
fee?,Clarification_needed,True,8
tell me about what did you just say?,Repeat_question,True,31
could you track my admission application,Application_status,True,5
how can i which engineering branches are available?,Course_list,True,12
details about how is the infrastructure in computer science department?,Department_info,True,14
has my application been processed?,Application_status,False,5
information on can i apply for multiple scholarships?,Scholarship_application,True,32
where can i find the course syllabus?,Syllabus_query,False,35
information on has my application been accepted?,Application_status,True,5
where to send suggestions?,Feedback_and_suggestions,True,24
details about scholarship eligibility criteria?,Scholarship_criteria,True,33
is there a medical center on campus? please,Campus_facilities,True,6
details about do i need to visit the college for admission?,Admission_process,True,3
are there any hidden charges??,Fee_structure,True,23
can i provide feedback on services?,Feedback_and_suggestions,False,24
information on are there remedial classes?,Student_support_services,True,34
what companies visit your college?,Placement_info,True,30
information on please say that again,Repeat_question,True,31
whats the security deposit for hostel?,Hostel_fee,False,25
could you tell me the civil department fee structure,Department_fee_query,True,13
when does the semester start?,Academic_calendar,True,0
scholarship application process??,Scholarship_application,True,32
is the entrance exam online or offline?,Entrance_exam_info,True,19
could you how successful are your alumni?,Alumni_network,True,4
i need to is the campus near the railway station?,Nearby_locations,True,28
nearby landmarks?,Nearby_locations,False,28
is there a debate society?,Extracurricular_activities,False,21
fee details for electrical engineering?,Department_fee_query,False,13
could you how to check if my application is complete?,Application_status,True,5
are there any shops near the college??,Nearby_locations,True,28
steps to apply for admission?,Admission_process,True,3
how can i academic session schedule?,Academic_calendar,True,0
how to apply for scholarship? please,Scholarship_application,True,32
information on location?,Clarification_needed,True,8
whats the holiday schedule?,Academic_calendar,False,0
residential options for students?,Hostel_info,True,26
what specializations are available in mechanical?,Department_info,False,14
what about eligibility for admission?,Eligibility_criteria,True,18
i need to are there any hostel rules and regulations?,Hostel_info,True,26
information on fee payment methods?,Payment_methods,True,29
details about documents checklist for admission,Document_required,True,17
could you final exam schedule?,Exam_schedule,True,20
complaint procedure?,Complaint_registration,True,10
i need to alumni involvement in the college?,Alumni_network,True,4
details about whats included in the total fee?,Fee_structure,True,23
what about scholarship options for civil department?,Department_scholarship_query,True,15
i need to eligibility for admission?,Eligibility_criteria,True,18
details of the civil department,Department_info,False,14
fee?,Clarification_needed,True,8
how can i is there an alumni association?,Alumni_network,True,4
when will i know about my admission?,Application_status,True,5
who is eligible for scholarship?,Scholarship_criteria,False,33
i need to how do i apply?,Admission_process,True,3
information on what is the admission process?,Admission_process,True,3
could you course?,Clarification_needed,True,8
information on is direct entry possible?,Direct_admission,True,16
i need to scholarship?,Clarification_needed,True,8
give me information about electrical department,Department_info,False,14
how can i entrance exam details?,Entrance_exam_info,True,19
details about are there phd holders among the faculty?,Faculty_info,True,22
can i visit the college campus??,Campus_visit_schedule,True,7
tell me about help for students?,Student_support_services,True,34
information on can my parents accompany me for the visit?,Campus_visit_schedule,True,7
information on complaint procedure?,Complaint_registration,True,10
is the campus near the railway station?,Nearby_locations,True,28
how can i where to send suggestions?,Feedback_and_suggestions,True,24
tell me about the computer faculty,Faculty_info,True,22
which documents are needed for admission? please,Document_required,True,17
do you offer transportation?,Transport_facility,False,36
details about schedule for visiting the college?,Campus_visit_schedule,True,7
do i need character certificates?,Document_required,True,17
are there internal assessments?,Exam_schedule,True,20
tell me about academic session schedule?,Academic_calendar,True,0
"pardon me, repeat please",Repeat_question,False,31
details?,Clarification_needed,True,8
where can i submit my scholarship form?,Scholarship_application,False,32
details about is there a late fee for delayed payment?,Payment_methods,True,29
is there an entrance test?,Entrance_exam_info,False,19
whats the deadline for scholarship application?,Scholarship_application,True,32
what are my course options??,Course_list,True,12
how can i which branches do you have?,Course_list,True,12
who will guide me during the campus tour?,Campus_visit_schedule,False,7
details about what facilities are available in the college?,Campus_facilities,True,6
how successful are your alumni?,Alumni_network,False,4
what is the last date to apply? please,Admission_deadline,True,1
when does the admission batch start classes?,Academic_calendar,False,0
details about do you conduct student surveys?,Feedback_and_suggestions,True,24
tell me about hostel charges?,Hostel_fee,True,25
how can i contact former students?,Alumni_network,False,4
i need to what are the fees for various branches?,Fee_structure,True,23
are there any technical festivals?,Extracurricular_activities,True,21
what about how can i get admission?,Admission_process,True,3
how can i how to apply for scholarship?,Scholarship_application,True,32
could you tell me about infrastructure and campus amenities,Campus_facilities,True,6
what about what specializations are available in mechanical?,Department_info,True,14
information on fee payment methods?,Payment_methods,True,29
how can i which documents are needed for admission?,Document_required,True,17
details about is there a separate form for scholarship?,Scholarship_application,True,32
what additional charges are there??,Fee_structure,True,23
tell me about what does the computer department offer?,Department_info,True,14
i need to syllabus for mca?,Syllabus_query,True,35
what about can i pay through upi?,Payment_methods,True,29
course fees details? please,Fee_structure,True,23
thats not what i meant please,Unknown_query,True,37
how long does complaint resolution take?,Complaint_registration,False,10
details about how successful are your placements?,Placement_info,True,30
give me location of the institute,College_location,False,9
tell me about electrical engineering scholarship availability?,Department_scholarship_query,True,15
tell me about location?,Clarification_needed,True,8
how can i which documents are needed for admission?,Document_required,True,17
mechanical engineering course fee? please,Department_fee_query,True,13
details about what student activities can i join?,Extracurricular_activities,True,21
can i speak to the admission officer?,Admission_officer_contact,True,2
how can i could you say that once more?,Repeat_question,True,31
how can i what are the qualifications of professors here?,Faculty_info,True,22
i have a suggestion for the college,Feedback_and_suggestions,False,24
how can i are there volunteer opportunities on campus?,Extracurricular_activities,True,21
could you can i stay in hostel?,Hostel_info,True,26
can i apply for multiple scholarships?,Scholarship_application,False,32
details about branch-wise scholarship information?,Department_scholarship_query,True,15
scholarship options for civil department? please,Department_scholarship_query,True,15
is there a canteen in the college??,Campus_facilities,True,6
whats the nearest metro station? please,Nearby_locations,True,28
do i need prior appointment to visit?,Campus_visit_schedule,False,7
details about what percentage do i need for admission?,Eligibility_criteria,True,18
can i visit the college campus?,Campus_visit_schedule,False,7
admission status update?,Application_status,False,5
i need to where can i report an issue?,Complaint_registration,True,10
what percentage of students get placed?,Placement_info,False,30
can i stay in hostel?,Hostel_info,False,26
do you provide student support?,Student_support_services,True,34
i need to do you accept bank transfers?,Payment_methods,True,29
what about how many students can the hostel accommodate?,Hostel_info,True,26
how can i contact you on whatsapp?,Contact_information,False,11
on what basis is scholarship given?,Scholarship_criteria,True,33
how can i can i get direct admission?,Direct_admission,True,16
tell me about extracurricular activities,Extracurricular_activities,False,21
tell me about the mechanical department,Department_info,False,14
i need to who is eligible for scholarship?,Scholarship_criteria,True,33
please say that again,Repeat_question,True,31
how long does a campus tour take?,Campus_visit_schedule,False,7
could you what are the office hours?,Contact_information,True,11
documents checklist for admission,Document_required,True,17
what should i submit with the application?,Document_required,False,17
how can i how to apply for scholarship?,Scholarship_application,True,32
how much is the bus fee?,Transport_facility,False,36
can i apply based on my marks?,Direct_admission,False,16
how can i contact former students?,Alumni_network,True,4
come again??,Repeat_question,True,31
what about can mca students get scholarships?,Department_scholarship_query,True,15
what about how do i file a complaint?,Complaint_registration,True,10
how can i where can i report an issue?,Complaint_registration,True,10
could you final exam schedule?,Exam_schedule,True,20
how to apply for scholarship? please,Scholarship_application,True,32
who teaches in electrical engineering?,Faculty_info,True,22
how can i contact you on whatsapp??,Contact_information,True,11
when do classes begin?,Academic_calendar,False,0
when should i apply for internships?,Internship_opportunities,False,27
could you when should i apply for internships?,Internship_opportunities,True,27
tell me about is there an alumni association?,Alumni_network,True,4
information on exam timetable?,Exam_schedule,True,20
can i provide feedback on services??,Feedback_and_suggestions,True,24
information on i meant something else,Unknown_query,True,37
i need to where is the college located?,College_location,True,9
is hostel fee refundable?,Hostel_fee,True,25
what programming languages are taught in cse? please,Syllabus_query,True,35
how can i when will i know about my admission?,Application_status,True,5
can i do an internship during my course?,Internship_opportunities,False,27
do you help find internship placements??,Internship_opportunities,True,27
who is the admission coordinator?,Admission_officer_contact,False,2
which branches do you have? please,Course_list,True,12
details about when does the admission batch start classes?,Academic_calendar,True,0
are there volunteer opportunities on campus?,Extracurricular_activities,False,21
what companies visit your college?,Placement_info,False,30
could you do you provide accommodation?,Hostel_info,True,26
information on what are the eligibility criteria?,Eligibility_criteria,True,18
final date for admission?,Admission_deadline,False,1
can i suggest new courses or activities?,Feedback_and_suggestions,False,24
i need to location?,Clarification_needed,True,8
how do i file a complaint?,Complaint_registration,True,10
is there a scholarship for mechanical engineering?,Department_scholarship_query,True,15
are there age restrictions for admission? please,Eligibility_criteria,True,18
could you semester exam dates?,Exam_schedule,True,20
tell me about syllabus for mca?,Syllabus_query,True,35
could you what internship options are available?,Internship_opportunities,True,27
is there merit-based admission?,Direct_admission,False,16
tell me about the fee structure?,Fee_structure,True,23
fee?,Clarification_needed,False,8
information on admission?,Clarification_needed,True,8
what about entrance exam details?,Entrance_exam_info,True,19
details? please,Clarification_needed,True,8
tell me about am i eligible for mca?,Eligibility_criteria,True,18
final exam schedule?,Exam_schedule,False,20
details about cost of staying in hostel?,Hostel_fee,True,25
tell me about how to prepare for the entrance test?,Entrance_exam_info,True,19
do you provide psychological support?,Student_support_services,True,34
information on is there a debate society?,Extracurricular_activities,True,21
can i get direct admission?,Direct_admission,True,16
details about how successful are your alumni?,Alumni_network,True,4
how successful are your placements?,Placement_info,False,30
tell me about infrastructure and campus amenities please,Campus_facilities,True,6
tell me about course?,Clarification_needed,True,8
information on are there department-specific scholarships?,Department_scholarship_query,True,15
monthly hostel fee? please,Hostel_fee,True,25
details about can i get direct contact of admission officer?,Admission_officer_contact,True,2
"pardon me, repeat please?",Repeat_question,True,31
information on what internship options are available?,Internship_opportunities,True,27
how can i are internships mandatory?,Internship_opportunities,True,27
could you whats the academic year pattern?,Academic_calendar,True,0
how does the college improve based on feedback?,Feedback_and_suggestions,False,24
tell me about what are the fees for various branches?,Fee_structure,True,23
how can i give me information about electrical department,Department_info,True,14
what about hostel charges?,Hostel_fee,True,25
how can i contact the college?,Contact_information,False,11
i need to not what i was looking for,Unknown_query,True,37
what about how much is the hostel fee?,Hostel_fee,True,25
what did you just say??,Repeat_question,True,31
what documents are needed for scholarship?,Scholarship_criteria,False,33
support services for mental health?,Student_support_services,True,34
who do i contact for complaints?,Complaint_registration,True,10
tell me about when can i tour the campus?,Campus_visit_schedule,True,7
how can i how can i get admission?,Admission_process,True,3
information on scholarship eligibility criteria?,Scholarship_criteria,True,33
what about can mca students get scholarships?,Department_scholarship_query,True,15
how can i is there a gym on campus?,Campus_facilities,True,6
can you tell me about the teaching staff??,Faculty_info,True,22
how long is each semester?,Academic_calendar,True,0
tell me about subjects covered in civil engineering?,Syllabus_query,True,35
how do i reach the college?,College_location,False,9
how can i which branches do you have?,Course_list,True,12
do you have career counseling?,Student_support_services,False,34
tell me about what is the admission process?,Admission_process,True,3
i need to how can i get a scholarship?,Scholarship_criteria,True,33
do you have alumni meets??,Alumni_network,True,4
what comes after submitting the application?,Admission_process,True,3
when is the admission office open?,Admission_officer_contact,False,2
do you conduct student surveys??,Feedback_and_suggestions,True,24
i need to whats the status of my application?,Application_status,True,5
what about what percentage is required for scholarship?,Scholarship_criteria,True,33
do i need to visit the college for admission?,Admission_process,True,3
is there a counseling cell?,Student_support_services,False,34
how is the placement support provided?,Placement_info,False,30
is there a gym on campus?,Campus_facilities,True,6
when does the semester start?,Academic_calendar,False,0
details about does the college have a hostel?,Campus_facilities,True,6
what about is hostel available?,Hostel_info,True,26
could you are there internal assessments?,Exam_schedule,True,20
information on do i need to take an exam?,Entrance_exam_info,True,19
support services for mental health? please,Student_support_services,True,34
can i get direct admission?,Direct_admission,False,16
details about are there remedial classes?,Student_support_services,True,34
how much is the hostel fee?,Hostel_fee,False,25
is there merit-based admission?,Direct_admission,True,16
information on scholarship eligibility criteria?,Scholarship_criteria,True,33
tell me about infrastructure and campus amenities,Campus_facilities,False,6
who is the head of department for electronics?,Faculty_info,False,22
can i schedule a meeting with admission head?,Admission_officer_contact,False,2
information on what are the qualifications of professors here?,Faculty_info,True,22
what about final exam schedule?,Exam_schedule,True,20
i need to transport facility available?,Transport_facility,True,36
alumni involvement in the college?,Alumni_network,False,4
what should i submit with the application?,Document_required,True,17
how do i reach the college?,College_location,True,9
tell me about when can i tour the campus?,Campus_visit_schedule,True,7
information on contact admission officer,Admission_officer_contact,True,2
exam timetable?,Exam_schedule,False,20
how to reach the principals office?,Contact_information,False,11
information on do you allow direct admission?,Direct_admission,True,16
information on how can i contact the college?,Contact_information,True,11
how long does the admission process take?,Admission_process,False,3
details about tell me about the faculty in electronics department,Department_info,True,14
tell me about nearby landmarks?,Nearby_locations,True,28
information on exam timetable?,Exam_schedule,True,20
how can i do you provide internships?,Internship_opportunities,True,27
details about can i pay through upi?,Payment_methods,True,29
where can i find the course syllabus?,Syllabus_query,True,35
which branches do you have?,Course_list,False,12
details about has my application been accepted?,Application_status,True,5
when are the exams??,Exam_schedule,True,20
i need to electrical engineering scholarship availability?,Department_scholarship_query,True,15
are scholarships available for all courses?,Scholarship_criteria,False,33
monthly hostel fee?,Hostel_fee,False,25
how can i what happens after i file a complaint?,Complaint_registration,True,10
how can i whats the exam pattern?,Entrance_exam_info,True,19
are there paid internships available?,Internship_opportunities,True,27
tell me about subjects covered in civil engineering?,Syllabus_query,True,35
details about how do i reach your admission office?,Contact_information,True,11
when will i know about my admission?,Application_status,False,5
what companies visit your college?,Placement_info,True,30
is direct entry possible?,Direct_admission,False,16
tell me about the mechanical department,Department_info,True,14
what are the nearby hospitals?,Nearby_locations,False,28
tell me about which branches do you have?,Course_list,True,12
tell me about tell me about past placements,Placement_info,True,30
details about whats the status of my application?,Application_status,True,5
what does the computer department offer?,Department_info,False,14
who are the faculty members in civil department?,Faculty_info,True,22
tell me about the computer faculty,Faculty_info,True,22
how far is the college from the city?,Nearby_locations,True,28
do you provide accommodation?,Hostel_info,True,26
i need to when should i apply for scholarship?,Scholarship_application,True,32
who handles admission queries?,Admission_officer_contact,True,2
how can i give feedback?,Feedback_and_suggestions,True,24
timing??,Clarification_needed,True,8
academic session schedule?,Academic_calendar,True,0
details about are scholarships available for all courses?,Scholarship_criteria,True,33
thats not what i meant,Unknown_query,True,37
is there an online feedback system? please,Feedback_and_suggestions,True,24
i need to what payment options do you offer?,Payment_methods,True,29
can you repeat that?,Repeat_question,True,31
do you help find internship placements?,Internship_opportunities,True,27
could you room rent for students?,Hostel_fee,True,25
could you say that once more? please,Repeat_question,True,31
how can i do you have alumni meets?,Alumni_network,True,4
details about how experienced are the faculty members?,Faculty_info,True,22
what about hostel charges?,Hostel_fee,True,25
by when should i submit the form?,Admission_deadline,True,1
how can i college email address?,Contact_information,True,11
is there a college bus?,Transport_facility,False,36
what does the computer department offer?,Department_info,True,14
is the syllabus updated regularly?,Syllabus_query,False,35
do you have management quota?,Direct_admission,True,16
whats the fee for different branches?,Department_fee_query,True,13
i need to how long are the internship programs?,Internship_opportunities,True,27
who handles admission queries?,Admission_officer_contact,False,2
whats the security deposit for hostel??,Hostel_fee,True,25
how are the job placements?,Placement_info,True,30
what about cost of staying in hostel?,Hostel_fee,True,25
information on i want to know something else,Unknown_query,True,37
how can i can i pay the fees online?,Payment_methods,True,29
what is the fee for computer engineering??,Department_fee_query,True,13
can i file anonymous complaints?,Complaint_registration,False,10
are internships mandatory? please,Internship_opportunities,True,27
what clubs are available?,Extracurricular_activities,True,21
whats the exam pattern?,Exam_schedule,False,20
what about admission?,Clarification_needed,True,8
information on when is the entrance exam conducted?,Entrance_exam_info,True,19
semester exam dates?,Exam_schedule,True,20
scholarship?,Clarification_needed,False,8
what about whats the next step in my application?,Application_status,True,5
transport facility available?,Transport_facility,True,36
information on what is the fee for computer engineering?,Department_fee_query,True,13
academic session schedule?,Academic_calendar,True,0
could you different topic altogether,Unknown_query,True,37
could you room rent for students?,Hostel_fee,True,25
how can i contact the college?,Contact_information,True,11
tell me about can i stay in hostel?,Hostel_info,True,26
how can i explain the departments in your college,Department_info,True,14
fee payment methods?,Payment_methods,False,29
information on admission status update?,Application_status,True,5
semester exam dates?,Exam_schedule,True,20
whats the fee for different branches?,Department_fee_query,False,13
college hostel facility?,Hostel_info,False,26
can i visit the college campus? please,Campus_visit_schedule,True,7
how far is the college from the city?,Nearby_locations,True,28
how can i what programming languages are taught in cse?,Syllabus_query,True,35
i need to which city is the college in?,College_location,True,9
what are the criteria for direct admission?,Direct_admission,False,16
are there any shops near the college?,Nearby_locations,False,28
information on do you allow direct admission?,Direct_admission,True,16
how do i reach your admission office?,Contact_information,False,11
it department fee structure?,Department_fee_query,False,13
is the campus near the railway station?,Nearby_locations,False,28
details about is there an entrance test?,Entrance_exam_info,True,19
is there a complaint box?,Complaint_registration,False,10
details about how does the college improve based on feedback?,Feedback_and_suggestions,True,24
list all available courses,Course_list,False,12
how can i help for students?,Student_support_services,True,34
can i suggest new courses or activities?,Feedback_and_suggestions,True,24
what about what happens after i file a complaint?,Complaint_registration,True,10
how can i when does the semester start?,Academic_calendar,True,0
details about can i apply for multiple scholarships?,Scholarship_application,True,32
information on tell me about past placements,Placement_info,True,30
details about timing?,Clarification_needed,True,8
can i get direct admission?,Direct_admission,True,16
is there a grievance redressal system?,Student_support_services,False,34
phone number of admission in-charge?,Admission_officer_contact,True,2
do you provide student support??,Student_support_services,True,34
could you is the entrance exam online or offline?,Entrance_exam_info,True,19
what courses are offered?,Course_list,False,12
information on financial aid for specific departments?,Department_scholarship_query,True,15
what about what is the placement record?,Placement_info,True,30
what clubs are available? please,Extracurricular_activities,True,21
do i need to pay the full fee at once?,Fee_structure,True,23
tell me about help for students?,Student_support_services,True,34
steps to apply for admission?,Admission_process,True,3
college opening date?,Academic_calendar,True,0
when is the entrance exam conducted?,Entrance_exam_info,False,19
what about list all available courses,Course_list,True,12
how can i check my admission form,Application_status,True,5
details about how do i file a complaint?,Complaint_registration,True,10
help for students?,Student_support_services,False,34
is there a scholarship for mechanical engineering?,Department_scholarship_query,True,15
i want to register a complaint,Complaint_registration,False,10
bus service for students?,Transport_facility,False,36
tell me about the fee structure please,Fee_structure,True,23
do you allow direct admission?,Direct_admission,True,16
tell me about is there a complaint box?,Complaint_registration,True,10
i want to talk to someone from admissions please,Admission_officer_contact,True,2
what about do you provide student support?,Student_support_services,True,34
could you give me location of the institute,College_location,True,9
tell me about do you have sports scholarships?,Scholarship_criteria,True,33
how can i college transport options?,Transport_facility,True,36
how can i what textbooks are recommended?,Syllabus_query,True,35
